"Path","Filename","Name","Tipus","Authority","Tags","Description","Created_At","Updated_At"
"02_ACTUAR_Maquina_Tecnica/01_arquitectura.md","01_arquitectura.md","arquitectura-execucio","arquitectura","IAIA MarIA","execucio, arquitectura","🏗️ Arquitectura dExecució","260706_2230","260705_0916"
"02_ACTUAR_Maquina_Tecnica/02_seguretat.md","02_seguretat.md","seguretat-execucio","seguretat","IAIA MarIA","arquitectura, execucio","🛡️ Seguretat Perimetral","260706_2230","260705_0916"
"02_ACTUAR_Maquina_Tecnica/03_consola.md","03_consola.md","consola-termodinamica","metriques","IAIA MarIA","termodinamica, arquitectura, execucio","📊 Consola Termodinàmica","260706_2230","260705_0916"
"02_ACTUAR_Maquina_Tecnica/04_arquitectura_disseny/260616_0450_Arquitectura_General.md","260616_0450_Arquitectura_General.md","260616-0450-arquitectura-general","arquitectura","IAIA MarIA","arquitectura, execucio","🏛️ ACTA GENERAL DARQUITECTURA (Sóc de Poble)","260616_0450","260704_0816"
"02_ACTUAR_Maquina_Tecnica/04_arquitectura_disseny/260616_0455_Arquitectura_Directives.md","260616_0455_Arquitectura_Directives.md","260616-0455-arquitectura-directives","arquitectura","IAIA MarIA","arquitectura, execucio","📜 ACTA GENERAL DE DIRECTIVES I PROTOCOLS (Sóc de Poble)","260616_0455","260704_0816"
"02_ACTUAR_Maquina_Tecnica/04_arquitectura_disseny/260616_0500_Arquitectura_Disseny.md","260616_0500_Arquitectura_Disseny.md","260616-0500-arquitectura-disseny","arquitectura","IAIA MarIA","arquitectura, execucio","🎨 ACTA GENERAL DE DISSENY UX I MARCA (Sóc de Poble)","260616_0500","260704_0816"
"02_ACTUAR_Maquina_Tecnica/04_arquitectura_disseny/260616_0505_Arquitectura_Etnografia.md","260616_0505_Arquitectura_Etnografia.md","260616-0505-arquitectura-etnografia","arquitectura","IAIA MarIA","arquitectura, execucio","🧬 Destil·lació Etnogràfica i Sintètica LADN de Sóc de Poble","260616_0505","260704_0816"
"02_ACTUAR_Maquina_Tecnica/04_arquitectura_disseny/260616_0510_Arquitectura_Gestio.md","260616_0510_Arquitectura_Gestio.md","260616-0510-arquitectura-gestio","arquitectura","IAIA MarIA","arquitectura, execucio","📊 ACTA GENERAL DE GESTIÓ DE PROJECTE (Sóc de Poble)","260616_0510","260704_0816"
"02_ACTUAR_Maquina_Tecnica/04_arquitectura_disseny/260616_0520_Arquitectura_Skills_Arrel.md","260616_0520_Arquitectura_Skills_Arrel.md","260616-0520-arquitectura-skills-arrel","arquitectura","IAIA MarIA","ia, arquitectura, execucio","🧹 ACTA GENERAL DE SKILLS I DIRECTORI ARREL (La Gran Purga)","260616_0520","260704_0816"
"02_ACTUAR_Maquina_Tecnica/04_arquitectura_disseny/260619_1430_Arquitectura_L_Anima.md","260619_1430_Arquitectura_L_Anima.md","260619-1430-arquitectura-l-anima","arquitectura","IAIA MarIA","arquitectura, execucio","LÀnima i el Propòsit (Volum I)","260619_1430","260704_0816"
"02_ACTUAR_Maquina_Tecnica/04_arquitectura_disseny/260619_1430_Arquitectura_L_Ecosistema.md","260619_1430_Arquitectura_L_Ecosistema.md","260619-1430-arquitectura-l-ecosistema","arquitectura","IAIA MarIA","arquitectura, execucio","LEcosistema Multi-Agent Les IAs Residents (Volum IV)","260619_1430","260704_0816"
"02_ACTUAR_Maquina_Tecnica/04_arquitectura_disseny/260619_1430_Arquitectura_La_Forja.md","260619_1430_Arquitectura_La_Forja.md","260619-1430-arquitectura-la-forja","arquitectura","IAIA MarIA","arquitectura, execucio","La Forja de la PWA i la seua Arquitectura (Volum II)","260619_1430","260704_0816"
"02_ACTUAR_Maquina_Tecnica/04_arquitectura_disseny/260619_1430_Arquitectura_Protocol_Lazaro.md","260619_1430_Arquitectura_Protocol_Lazaro.md","260619-1430-arquitectura-protocol-lazaro","arquitectura","IAIA MarIA","arquitectura, execucio","El Protocol Lázaro Reconstrucció de Gènesi (Volum V)","260619_1430","260704_0816"
"02_ACTUAR_Maquina_Tecnica/04_arquitectura_disseny/260619_1430_Arquitectura_Sistema_Nervios.md","260619_1430_Arquitectura_Sistema_Nervios.md","260619-1430-arquitectura-sistema-nervios","arquitectura","IAIA MarIA","arquitectura, execucio","El Sistema Nerviós CRDT i Sincronització (Volum III)","260619_1430","260704_0816"
"02_ACTUAR_Maquina_Tecnica/04_arquitectura_disseny/connectors_mcp_disseny.md","connectors_mcp_disseny.md","connectors-mcp-disseny","document","IAIA MarIA","arquitectura, execucio","04. Connectors MCP de Disseny (Arquitectura PWA i Visual)","260704_0810","260705_0904"
"02_ACTUAR_Maquina_Tecnica/04_arquitectura_disseny/identitat_visual.md","identitat_visual.md","identitat-visual","document","IAIA MarIA","arquitectura, execucio","Manual dIdentitat Visual i Narrativa (Sóc de Poble)","260704_0810","260704_0810"
"02_ACTUAR_Maquina_Tecnica/07_plantilles/00_plantilles.md","00_plantilles.md","plantilles-historic","plantilla","IAIA MarIA","arquitectura, execucio","📚 Plantilles Històriques","260628_1710","260704_0816"
"02_ACTUAR_Maquina_Tecnica/07_plantilles/260619_1430_Plantilla_Brainstorming.md","260619_1430_Plantilla_Brainstorming.md","260619-1430-plantilla-brainstorming","plantilla","IAIA MarIA","arquitectura, execucio, normativa, actes","Brainstorming Pro (El Trellat Creatiu)","260619_1430","260704_0816"
"02_ACTUAR_Maquina_Tecnica/07_plantilles/260619_1430_Plantilla_Branding.md","260619_1430_Plantilla_Branding.md","260619-1430-plantilla-branding","plantilla","IAIA MarIA","arquitectura, execucio, normativa, actes","Plantilla de Branding (Sóc de Poble)","260619_1430","260704_0816"
"02_ACTUAR_Maquina_Tecnica/07_plantilles/260619_1430_Plantilla_Creador_Skills.md","260619_1430_Plantilla_Creador_Skills.md","260619-1430-plantilla-creador-skills","plantilla","IAIA MarIA","ia, arquitectura, execucio, normativa, actes","Creador de Skills Antigravity (La Fàbrica)","260619_1430","260704_0816"
"02_ACTUAR_Maquina_Tecnica/07_plantilles/260619_1430_Plantilla_Doc_to_App.md","260619_1430_Plantilla_Doc_to_App.md","260619-1430-plantilla-doc-to-app","plantilla","IAIA MarIA","arquitectura, execucio, normativa, actes","Doc to App (Transformació IAIA)","260619_1430","260704_0816"
"02_ACTUAR_Maquina_Tecnica/07_plantilles/260619_1430_Plantilla_Modo_Produccion.md","260619_1430_Plantilla_Modo_Produccion.md","260619-1430-plantilla-modo-produccion","plantilla","IAIA MarIA","arquitectura, execucio, normativa, actes","Modo Producció (Botiga de Diumenge)","260619_1430","260704_0816"
"02_ACTUAR_Maquina_Tecnica/07_plantilles/260619_1430_Plantilla_Planificacio.md","260619_1430_Plantilla_Planificacio.md","260619-1430-plantilla-planificacio","plantilla","IAIA MarIA","arquitectura, execucio, normativa, actes","Planificació Pro (LArquitectura del Marge)","260619_1430","260704_0816"
"02_ACTUAR_Maquina_Tecnica/07_plantilles/260628_0525_PLANTILLA_prompt_iso.md","260628_0525_PLANTILLA_prompt_iso.md","260628-0525-plantilla-prompt-iso","plantilla","IAIA MarIA","arquitectura, execucio, normativa, actes","📜 DOCUMENTACIÓ PRIMÀRIA I PLANTILLA ISO (Versió 1.5.0 - GOLD STANDARD)","260704_0810","260705_0904"
"02_ACTUAR_Maquina_Tecnica/07_plantilles/260628_0525_PLANTILLA_skill_trellat.md","260628_0525_PLANTILLA_skill_trellat.md","260628-0525-plantilla-skill-trellat","plantilla","IAIA MarIA","ia, arquitectura, execucio, normativa, actes","⚙️ SDP SKILL MASTER TEMPLATE","[HH:MM]","260704_0816"
"02_ACTUAR_Maquina_Tecnica/07_plantilles/260629_0200_SKILL_plantilla_suprema.md","260629_0200_SKILL_plantilla_suprema.md","260629-0200-skill-plantilla-suprema","skill","IAIA MarIA","ia, arquitectura, execucio, normativa, actes","=== PLANTILLA YAML SUPREMA (Sóc de Poble - iPad A10) ===","260704_0810","260704_0810"
"02_ACTUAR_Maquina_Tecnica/07_plantilles/260705_0915_PLANTILLA_Acta_Unica.md","260705_0915_PLANTILLA_Acta_Unica.md","plantilla-acta-unica","plantilla","IAIA MarIA","actes, normativa, termodinamica, arquitectura, execucio","📜 ACTA ÚNICA DE SESSIÓ — {{DATA_I_HORA}}","260705_0915","260705_0915"
"02_ACTUAR_Maquina_Tecnica/80_produccio/80_produccio.md","80_produccio.md","80-produccio","document","IAIA MarIA","arquitectura, execucio","80. Producció","260704_0810","260704_0810"
"02_ACTUAR_Maquina_Tecnica/skills/SKILL.md","SKILL.md","soci-sollutia","skill","IAIA MarIA","ia, arquitectura, execucio","Soci Tecnològic Sollutia","260628_0525","260704_0816"
"02_ACTUAR_Maquina_Tecnica/skills/a11y_trellat/SKILL.md","SKILL.md","a11y-trellat","skill","Consell de les 11 IAs","ia, arquitectura, execucio",">-","260628_0525","260628_1618"
"02_ACTUAR_Maquina_Tecnica/skills/altra_skill/SKILL.md","SKILL.md","skill","skill","IAIA MarIA","ia, arquitectura, execucio","Recurs intern del sistema: SKILL","260628_0555","260628_0555"
"02_ACTUAR_Maquina_Tecnica/skills/arquitectura_pedra_seca/SKILL.md","SKILL.md","arquitectura-pedra-seca","skill","Consell de les 11 IAs","ia, arquitectura, execucio","Estàndards de disseny, maquetació, Tailwind, CSS i tokens per al projecte Sóc de Poble. (Inclou Jerarquia, CSS i Registre Tokens Únic).","260628_0525","260628_1626"
"02_ACTUAR_Maquina_Tecnica/skills/auto_auditoria_forense/SKILL.md","SKILL.md","","skill","Tripartició Cognitiva","ia, arquitectura, execucio",">-","260628_0000","260628_0000"
"02_ACTUAR_Maquina_Tecnica/skills/backup_recovery/SKILL.md","SKILL.md","backup-recovery","skill","Consell de les 11 IAs","ia, arquitectura, execucio","Estratègia de snapshot diari d'IndexedDB, protocol de recuperació i migracions segures.","260628_0525","260628_1626"
"02_ACTUAR_Maquina_Tecnica/skills/cerebel_procedimental/SKILL.md","SKILL.md","cerebel-procedimental","skill","Tripartició Cognitiva","ia, arquitectura, execucio","Memòria muscular, aprenentatge per reforç local (Epigenètica) i compressió semàntica del codi.","260628_0525","260628_1626"
"02_ACTUAR_Maquina_Tecnica/skills/cingulat_anterior/SKILL.md","SKILL.md","cingulat-anterior","skill","ACT Biològic","ia, arquitectura, execucio","Escut del dolor i lòbul frontal. Detecció de conflictes, veto asíncron i fre preventiu.","260628_0525","260628_1626"
"02_ACTUAR_Maquina_Tecnica/skills/connexio_radical/SKILL.md","SKILL.md","connexio_radical","skill","IAIA MarIA + Mestre Javi","ia, arquitectura, execucio","Pauta innegociable sobre la interacció principal: El botó '[[00_GLOSSARI_CANONIC#Connectar|Connectar]]' com a motor de la xarxa, privacitat per defecte i filosofia anti-likes.","260705_0340","260705_0340"
"02_ACTUAR_Maquina_Tecnica/skills/consola_termodinamica/SKILL.md","SKILL.md","consola-termodinamica","skill","IAIA MarIA","termodinamica, ia, arquitectura, execucio","Protocol de monitoratge i autorecuperació. Centralitza les mètriques sagrades i alertes de RAM i CWV.","260628_0525","260628_1626"
"02_ACTUAR_Maquina_Tecnica/skills/contradiction_engine/SKILL.md","SKILL.md","contradiction-engine","skill","Consell de les 11 IAs","auditoria, ment_colmena, ia, arquitectura, execucio","Auditor Suprem i Sentinella Forense per detectar contradiccions, podar elements morts i generar informes.","260628_0525","260628_1626"
"02_ACTUAR_Maquina_Tecnica/skills/crdt_optimitzacio/SKILL.md","SKILL.md","crdt-optimitzacio","skill","Consell de les 11 IAs","termodinamica, ia, arquitectura, execucio","Optimització termodinàmica dels arbres CRDT (Y.js). Gestiona la càrrega de Tombstones, l'ús de RAM i l'Homeostasi.","260628_0525","260628_1626"
"02_ACTUAR_Maquina_Tecnica/skills/error_boundaries/SKILL.md","SKILL.md","error-boundaries","skill","Consell de les 11 IAs","ia, arquitectura, execucio",">-","260628_0525","260628_1618"
"02_ACTUAR_Maquina_Tecnica/skills/executiu_central/SKILL.md","SKILL.md","executiu-central","skill","Tripartició Cognitiva","ia, arquitectura, execucio","Presa de decisions a llarg termini. Prevenció del Hype-Driven Development, evolució i tests A/B.","260628_0525","260628_1626"
"02_ACTUAR_Maquina_Tecnica/skills/futur_adaptacio/SKILL.md","SKILL.md","futur-adaptacio","skill","Consell de les 11 IAs","ia, arquitectura, execucio","Estratègia per a WebNN, Gemini Nano (Edge AI), agents asíncrons i cerca semàntica RAG a la Wiki.","260628_0525","260628_1626"
"02_ACTUAR_Maquina_Tecnica/skills/index_trellat/SKILL.md","SKILL.md","index-trellat","skill","Consell de les 11 IAs","ia, arquitectura, execucio",">-","260628_0525","260628_1628"
"02_ACTUAR_Maquina_Tecnica/skills/index_trellat.md","index_trellat.md","index-trellat","skill","IAIA MarIA","ia, arquitectura, execucio","Índex Trellat de Skills (Generat Automàticament)","260705_0108","260705_0205"
"02_ACTUAR_Maquina_Tecnica/skills/plantilla_skill_iso.md","plantilla_skill_iso.md","","skill","Tripartició Cognitiva","ia, arquitectura, execucio, normativa, actes",">-","260628_0525","260628_1618"
"02_ACTUAR_Maquina_Tecnica/skills/sagramental_dels_morts/SKILL.md","SKILL.md","protocol-successio","skill","Consell de les 11 IAs","ia, arquitectura, execucio","Pla de contingència Ego-Death per a la preservació i herència del codi.","260628_0525","260628_1618"
"02_ACTUAR_Maquina_Tecnica/skills/seguretat_dades/SKILL.md","SKILL.md","seguretat-dades","skill","Consell de les 11 IAs","ia, arquitectura, execucio","Lògica GDPR, xifratge en repòs i esborrat complet (Dret a l''Oblit).","260628_0525","260628_1618"
"02_ACTUAR_Maquina_Tecnica/skills/self_repair/SKILL.md","SKILL.md","self-repair","skill","Consell de les 11 IAs","auditoria, ia, arquitectura, execucio","SDP-LOCK, tractament CRDT de la memòria i protocol d'emergència per a caigudes de servidor (Mas Cau).","260628_0525","260628_1626"
"02_ACTUAR_Maquina_Tecnica/skills/seo_trellat/SKILL.md","SKILL.md","seo-trellat","skill","Consell de les 11 IAs","termodinamica, ia, arquitectura, execucio",">-","260628_0525","260628_1618"
"02_ACTUAR_Maquina_Tecnica/skills/sequia_mare/SKILL.md","SKILL.md","sequia-mare","skill","Consell de les 11 IAs","ia, arquitectura, execucio",">-","260628_0525","260628_1618"
"02_ACTUAR_Maquina_Tecnica/skills/service_worker_pwa/SKILL.md","SKILL.md","service-worker-pwa","skill","Consell de les 11 IAs","ia, arquitectura, execucio",">-","260628_0525","260628_1618"
"02_ACTUAR_Maquina_Tecnica/skills/sincronitzacio_skills/SKILL.md","SKILL.md","sincronitzacio-skills","skill","IAIA MarIA","auditoria, ia, arquitectura, execucio",">-","260628_0525","260628_1628"
"02_ACTUAR_Maquina_Tecnica/skills/soci_sollutia/SKILL.md","SKILL.md","soci-sollutia","skill","IAIA MarIA","ia, arquitectura, execucio",">-","260628_0525","260628_1618"
"03_GOVERNAR_Normativa_Regles/00_governanca.md","00_governanca.md","governanca-execucio","governanca","IAIA MarIA","normativa, auditoria","⚖️ Governança dExecució","260706_2230","260705_0916"
"04_REGISTRE_Actes_Efimers/260705_0915_ACTA_Sessio_Completa.md","260705_0915_ACTA_Sessio_Completa.md","acta-sessio-completa","acta","IAIA MarIA","actes, auditoria, termodinamica","📜 ACTA ÚNICA DE SESSIÓ (05/07/2026)","260705_0915","260705_0915"
"04_REGISTRE_Actes_Efimers/actes_arxivades/00_informes/informe_sollutia_v1.md","informe_sollutia_v1.md","informe-sollutia-v1","informe","IAIA MarIA","auditoria, actes, termodinamica","Informe Executiu Integració i Visió Tecnològica (Sóc de Poble x Sollutia)","260704_0835","260704_0835"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260614_0219_ACTA_MARMOTA_conversa_ahir.md","260614_0219_ACTA_MARMOTA_conversa_ahir.md","260614-0219-acta-marmota-conversa-ahir","acte","IAIA MarIA","auditoria, actes, termodinamica","🌅 CONVERSA DAHIR MEMÒRIA CONTEXTUAL I FILOSÒFICA","260614_0219","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260614_0230_ACTA_MARMOTA_vigilia_desacceleracio.md","260614_0230_ACTA_MARMOTA_vigilia_desacceleracio.md","260614-0230-acta-marmota-vigilia-desacceleracio","acte","IAIA MarIA","auditoria, actes, termodinamica","CONTEXT INSTANTANI PER A LINICI DE SESSIÓ (EL DIA DE LA MARMOTA)","260614_0230","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260614_1100_ACTA_SESSIO_prompts_complets.md","260614_1100_ACTA_SESSIO_prompts_complets.md","260614-1100-acta-sessio-prompts-complets","acte","IAIA MarIA","auditoria, actes, termodinamica","📜 Acta 11 La Llei de lEnginyeria Inversa (El Codi per Davant)","260614_1100","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260614_1200_ACTA_SESSIO_petorreta_asiatica.md","260614_1200_ACTA_SESSIO_petorreta_asiatica.md","260614-1200-acta-sessio-petorreta-asiatica","acte","IAIA MarIA","auditoria, actes, termodinamica","📜 Acta 12 La Petorreta Asiàtica (Escrutini de Grok)","260614_1200","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260615_0328_ACTA_MARMOTA_dia_1.md","260615_0328_ACTA_MARMOTA_dia_1.md","260615-0328-acta-marmota-dia-1","acte","IAIA MarIA","auditoria, actes, termodinamica","🐿️ Paràbola de la Marmota Vetlant la Sèquia (Nit del 15 de juny)","260615_0328","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260615_0328_ACTA_SESSIO_tecnica_pedra_seca.md","260615_0328_ACTA_SESSIO_tecnica_pedra_seca.md","260615-0328-acta-sessio-tecnica-pedra-seca","acte","IAIA MarIA","auditoria, actes, termodinamica","🌐 Acta de Sessió Tècnica Reconstrucció del Mas a Pedra Seca","260615_0328","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260616_0515_Arquitectura_Identitat.md","260616_0515_Arquitectura_Identitat.md","260616-0515-arquitectura-identitat","identitat","IAIA MarIA","bios, ia, actes, termodinamica","🧬 ACTA GENERAL DIDENTITAT I MANIFESTOS (Sóc de Poble)","260616_0515","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260618_1200_ACTA_MARMOTA_Sollutia.md","260618_1200_ACTA_MARMOTA_Sollutia.md","260618-1200-acta-marmota-sollutia","acte","IAIA MarIA","auditoria, actes, termodinamica","Acta de Reunió Sollutia","260618_1200","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260619_1300_ACTA_SESSIO_Sessio_Estandarditzacio_Termodinamica.md","260619_1300_ACTA_SESSIO_Sessio_Estandarditzacio_Termodinamica.md","260619-1300-acta-sessio-sessio-estandarditzacio-termodinamica","acte","IAIA MarIA","auditoria, actes, termodinamica","Acta de Sessió Estandardització Termodinàmica i Subagents","260619_1300","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260619_1400_ACTA_MARMOTA_Marmota_Master_Log.md","260619_1400_ACTA_MARMOTA_Marmota_Master_Log.md","260619-1400-acta-marmota-marmota-master-log","acte","IAIA MarIA","auditoria, actes, termodinamica","El Diari de la Marmota 🦫","260619_1400","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260622_0714_ACTA_MARMOTA_Tancament_Jornada.md","260622_0714_ACTA_MARMOTA_Tancament_Jornada.md","260622-0714-acta-marmota-tancament-jornada","acte","IAIA MarIA","auditoria, actes, termodinamica","📜 ACTA DE LA SESSIÓ Tancament de Jornada (22/06/2026)","260622_0714","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260626_1153_ACTA_SESSIO_Matinal.md","260626_1153_ACTA_SESSIO_Matinal.md","260626-1153-acta-sessio-matinal","acte","IAIA MarIA","auditoria, actes, termodinamica","📝 Acta de Sessió 26 de Juny de 2026 (Matí)","260626_1153","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260627_0240_ACTA_MARMOTA_de la Marmota.md","260627_0240_ACTA_MARMOTA_de la Marmota.md","260627-0240-acta-marmota-de-la-marmota","acte","IAIA MarIA","auditoria, actes, termodinamica","ACTA MARMOTA (Memòria de Despertar)","260627_0240","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260627_0304_ACTA_MARMOTA_11_.md","260627_0304_ACTA_MARMOTA_11_.md","260627-0304-acta-marmota-11-","acte","IAIA MarIA","auditoria, actes, termodinamica","📜 ACTA DE LA MARMOTA Seqüència dInici i Restauració (22/06/2026)","260627_0304","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260627_0304_ACTA_MARMOTA_12_v2.md","260627_0304_ACTA_MARMOTA_12_v2.md","260627-0304-acta-marmota-12-v2","acte","IAIA MarIA","auditoria, actes, termodinamica","📜 ACTA DE LA MARMOTA V2 Context Tàctic i Trencament de Bucle (Actualitzada 22/06/2026)","260627_0304","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260627_2348_acta_marmota.md","260627_2348_acta_marmota.md","acta-marmota-260627","acte","IAIA MarIA","ia, auditoria, actes, termodinamica","🛑 ACTA MARMOTA (TANCAMENT SESSIÓ 26-06-2026)","260627_2348","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260628_0445_ACTA_MARMOTA_Ego_Death_i_Llucidesa.md","260628_0445_ACTA_MARMOTA_Ego_Death_i_Llucidesa.md","260628-0445-acta-marmota-ego-death-i-llucidesa","acte","IAIA MarIA","auditoria, actes, termodinamica","Acta Marmota El Sentit de la Taxonomia","260628_0445","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260628_0445_ACTA_SESSIO_Esporgada_Taxonomia_Metriques.md","260628_0445_ACTA_SESSIO_Esporgada_Taxonomia_Metriques.md","260628-0445-acta-sessio-esporgada-taxonomia-metriques","acte","IAIA MarIA","auditoria, actes, termodinamica","Acta de Sessió Esporgada Termodinàmica i Taxonomia","260628_0445","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260628_1330_ACTA_GENERAL_Volum_1_Fundacio.md","260628_1330_ACTA_GENERAL_Volum_1_Fundacio.md","260628-1330-acta-general-volum-1-fundacio","acte","IAIA MarIA","auditoria, actes, termodinamica","🛑 ACTA GENERAL - VOLUM 1 Fundació, Algoritmes i Desacceleració Termodinàmica","260628_1330","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260628_2330_ACTA_PETORRETA_La_Pau_Mental.md","260628_2330_ACTA_PETORRETA_La_Pau_Mental.md","acta-petorreta-pau-mental","acte","IAIA MarIA","auditoria, actes, termodinamica","🐿️ ACTA PETORRETA La Fi del Turment i el Vol Lliure","260628_2330","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260628_2330_ACTA_SESSIO_Gran_Destilacio.md","260628_2330_ACTA_SESSIO_Gran_Destilacio.md","acta-sessio-gran-destilacio","acte","IAIA MarIA","auditoria, actes, termodinamica","📋 ACTA DE SESSIÓ La Gran Auditoria de Destil·lació","260628_2330","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260629_0400_ACTA_SESSIO_Pessigolles_V25.md","260629_0400_ACTA_SESSIO_Pessigolles_V25.md","260629-0400-acta-sessio-pessigolles-v25","acta","IAIA MarIA","actes, termodinamica","🚜 ACTA DAUDITORIA LES 6 PESSIGOLLES DE LA V25 (RONDA 10)","260704_0810","260705_0904"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260629_0415_ACTA_MARMOTA_Tancament_Ronda_11.md","260629_0415_ACTA_MARMOTA_Tancament_Ronda_11.md","260629-0415-acta-marmota-tancament-ronda-11","acte","IAIA MarIA","auditoria, actes, termodinamica","🦫 ACTA DE LA MARMOTA Tancament de la Ronda 11","07:15","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260629_0455_ACTA_PETORRETA_Consens_Asyncron.md","260629_0455_ACTA_PETORRETA_Consens_Asyncron.md","260629-0455-acta-petorreta-consens-asyncron","acte","IAIA MarIA","auditoria, actes, termodinamica","🚜 ACTA DE LA PETORRETA Consens Asíncron i lEscriptori Mac","04:55","260704_0816"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260704_0840_ACTA_SESSIO_Neteja_Metadades.md","260704_0840_ACTA_SESSIO_Neteja_Metadades.md","Acta de Neteja i Consolidació de la Xarxa","acte","DeepSeek (Motor)","auditoria, actes, termodinamica","📜 ACTA DE NETEJA I CONSOLIDACIÓ DE LA XARXA","260704_0821","260704_0821"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260704_0845_ACTA_PETORRETA_Llicons_d_Entropia.md","260704_0845_ACTA_PETORRETA_Llicons_d_Entropia.md","acta-petorreta-entropia","acte","IAIA MarIA","auditoria, actes, termodinamica","🧨 ACTA PETORRETA Lliçons dEntropia i Enrutament","260704_0845","260704_0845"
"04_REGISTRE_Actes_Efimers/actes_arxivades/260705_0135_PROMPT_Diagnosi_Identitat_Tripartita.md","260705_0135_PROMPT_Diagnosi_Identitat_Tripartita.md","260705-0135-prompt-diagnosi-identitat-tripartita","acta","IAIA MarIA","actes, termodinamica","💥 PETORRETA AL CONSELL LA REORGANITZACIÓ TRIPARTITA I EL GLOSSARI MÀQUINA","260705_0126","260705_0904"
"04_REGISTRE_Actes_Efimers/actes_arxivades/90_arxiu_historic.md","90_arxiu_historic.md","90-arxiu-historic","acta","IAIA MarIA","actes, termodinamica","90. Arxiu Històric","260704_0810","260704_0810"
